subject_number,time,FromM1_ToM2,FromM1_ToM3,FromM1_ToM4,FromM1_ToM5,FromM2_ToM1,FromM2_ToM3,FromM2_ToM4,FromM2_ToM5,FromM3_ToM1,FromM3_ToM2,FromM3_ToM4,FromM3_ToM5,FromM4_ToM1,FromM4_ToM2,FromM4_ToM3,FromM4_ToM5,FromM5_ToM1,FromM5_ToM2,FromM5_ToM3,FromM5_ToM4
S33,5,0.979493873,1.171831037,0.875936153,0.927744328,0.9470685,1.218228302,0.646835278,1.009703339,1.184543055,1.051468198,0.921838589,0.866375324,0.887036487,0.775171352,1.231956754,1.050776096,0.778943425,1.022835159,0.981197756,1.367128269
S34,5,1.021210257,1.277983258,0.794134627,0.748339176,1.045318667,1.148219183,0.776571332,0.953437014,1.097479229,1.021915392,0.948978061,0.946800622,0.706821384,0.953317513,1.197671629,1.118258403,0.873927238,0.960111738,1.060447175,1.215292241
S35,5,1.047227131,1.125155965,0.81546894,0.941254063,1.10148866,1.227098524,0.774020527,0.791663054,0.88938864,1.069342199,1.00297961,1.088175527,0.847552735,0.787657558,1.200785883,1.129190753,0.820135598,0.760201285,1.156144816,1.107718068
S36,5,1.021293628,1.009898467,0.951016122,0.916619481,0.888128797,1.19362557,0.922287067,0.888932787,1.015879422,0.966417274,0.913600187,1.16854069,0.84980689,0.884877015,1.201450819,1.035089567,0.811360665,0.855407544,1.122821326,1.132336699
S37,5,0.912641188,1.033009067,0.910770701,1.014190577,0.910809221,1.276813197,0.906209459,0.811680924,1.08243617,0.990908805,0.942950789,1.03909357,0.686183795,0.916953384,1.164370973,1.152618885,1.068131868,0.792974455,1.120544584,1.082705228
S38,5,0.939715874,1.156181797,0.972642385,0.902675301,0.905728575,1.16806273,1.017605187,0.926274465,0.973912033,1.0392498,0.943753962,1.07568125,0.932206072,1.092594929,1.145870064,0.801887975,1.005071829,0.965138805,1.047011304,1.017121774
S39,5,1.153190785,0.96331469,0.924119007,0.971983146,1.046961543,1.024257051,0.90342194,1.063307955,1.032250935,0.920883349,0.944567938,1.150069428,0.866330448,0.966561798,1.193922804,1.014075572,0.788756231,0.861648714,1.051722955,1.157989854
S40,5,1.107147487,1.123187624,0.877638196,0.838292057,0.941797768,1.062960808,0.910843408,1.074513277,1.007523251,1.099223141,1.026025824,0.998982866,0.79795809,0.846006721,1.152527657,1.067615,1.073679357,0.817805951,1.116541892,1.029359263
S41,5,0.77725616,1.177677003,1.146250856,0.855319001,1.02773114,1.138155657,0.858297668,0.965524657,0.905016663,1.167625263,0.885111042,1.091633709,0.928875809,0.955094797,1.15942456,0.978197337,0.89788783,0.841539063,1.06875284,1.17055547
S42,5,1.021328073,1.122627921,0.860673296,0.93994365,1.051240093,1.14561898,0.929724102,0.777079813,0.962277271,1.084964994,0.948163718,1.037475467,0.853317888,1.020078152,0.974275428,1.245824559,0.912515893,0.877592735,1.083176146,1.303504988
S43,5,1.068879601,1.086177794,0.949300534,0.931259045,0.948905297,1.204440385,0.868257432,0.964676216,0.992895902,1.050040612,0.968859416,0.912170469,0.851926067,0.904559662,1.134936406,1.186834105,0.901528104,0.904767654,1.266324059,0.847529216
S44,5,0.938611551,1.107277568,0.895773592,1.039657645,0.838733057,1.153448252,0.883441787,0.909932542,1.072527303,1.022428212,0.962472306,1.014258978,0.952616694,0.926446272,1.089565647,1.044293754,0.992981522,0.906041352,1.044262069,1.231899144
S45,5,1.102457238,1.113144309,0.946734614,0.780027304,1.039922464,1.220597184,0.757466446,0.932756866,1.145114633,1.018862046,0.933581668,0.915335675,0.908075773,0.7765692,1.081138543,1.266347085,0.854117487,0.871434188,0.985148515,1.457540224
S46,5,1.035809739,1.20154447,0.851370238,0.898378857,1.064186429,1.04585329,0.899942702,0.998372883,0.988172356,1.072030214,0.831625352,1.079979018,0.892507628,0.915205105,1.218490155,0.884739481,0.922876132,0.979510287,1.042588603,1.200838165
S47,5,1.04935168,1.053029682,0.894371614,1.046883153,0.88086669,1.152072044,1.085328157,0.846419866,1.001500375,1.007656687,1.073538721,0.965305534,1.014168851,0.990991279,0.965776466,1.138377921,0.880340621,0.896277305,1.080484732,1.089126444
S48,5,1.102753453,1.070079225,1.012476407,0.789343894,0.941558317,1.117780345,0.767777675,1.039272396,0.997466904,1.098488904,0.984530387,0.949890657,0.870024295,0.795954713,1.079407379,1.256751384,0.792412234,0.897098788,1.033230471,1.36605875
